director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,cast_total_facebook_likes,language,country,content_rating,budget,actor_2_facebook_likes,movie_facebook_likes
108,239,1000,100241322,0,1690,1,1,R,25000000,264,0
108,2000,23000,10911750,0,43560,1,1,R,25000000,17000,982
101,23,129,71975611,0,214,1,1,PG-13,25000000,25,11000
101,780,18000,121248145,1,20966,1,1,R,25000000,946,0
99,433,3000,77264926,0,5740,1,1,PG,25000000,448,0
96,204,713,60443237,0,1852,1,1,PG-13,25000000,220,29000
92,466,744,38230435,1,3001,1,1,PG-13,25000000,489,0
85,510,924,32055248,1,2711,1,1,PG-13,25000000,595,0
82,571,756,25615792,1,4378,1,1,PG-13,25000000,713,657
82,329,869,14174654,0,2857,1,1,PG-13,25000000,624,0
81,164,970,121945720,1,2551,1,1,R,25000000,854,0
81,81,3000,33631221,0,3784,1,1,R,25000000,571,0
81,81,3000,33631221,0,3784,1,1,R,25000000,571,0
79,1000,14000,8600000,1,28094,1,0,PG,25000000,12000,1000
79,956,16000,10719367,0,28987,1,1,PG-13,25000000,11000,261
79,50,12000,5128124,0,12574,1,0,PG-13,25000000,506,11000
70,318,440,54098051,0,2420,1,0,R,25000000,346,0
68,100,328,32553210,0,794,1,0,PG,25000000,132,0
65,345,788,14946229,0,2104,1,0,R,25000000,423,0
57,92,181,10114315,0,582,1,1,PG-13,25000000,151,0
54,988,3000,51853450,0,9069,1,1,PG,25000000,2000,11000
54,455,985,13973532,0,3065,1,1,PG-13,25000000,637,215
54,455,985,13973532,0,3065,1,1,PG-13,25000000,637,215
54,919,6000,4064333,1,9662,1,1,R,25000000,923,0
53,8000,19000,37738400,0,39690,1,1,R,25000000,11000,30000
52,579,14000,47124400,0,17278,1,1,PG,25000000,2000,0
48,376,940,15091542,0,2465,0,0,G,25000000,595,246
47,2,499,876671,0,504,1,1,R,25000000,3,0
44,367,4000,36447959,0,6393,1,1,PG,25000000,774,10000
44,533,1000,77231,0,2115,0,0,R,25000000,580,265
43,1000,11000,42478175,0,15327,1,1,PG-13,25000000,2000,34000
43,775,5000,55973336,1,9082,1,1,R,25000000,848,0
42,917,2000,39008741,0,6862,1,1,PG,25000000,953,0
42,111,355,14589444,0,911,1,1,R,25000000,155,0
41,619,11000,23527955,1,12841,1,1,PG-13,25000000,673,0
37,268,10000,10324441,1,11431,1,1,R,25000000,826,7000
34,445,642,78656813,1,2501,1,1,PG,25000000,533,0
33,251,854,10769960,0,2107,1,1,PG,25000000,702,0
32,324,843,5654777,1,2165,1,1,PG-13,25000000,593,206
31,71,285,32368960,0,667,1,0,R,25000000,81,0
29,816,15000,48237389,0,18789,1,1,PG-13,25000000,852,0
27,522,601,31526393,1,2730,1,1,PG-13,25000000,543,686
24,125,776,22723,1,1732,1,0,PG-13,25000000,595,193
24,155,3000,24042490,0,3744,1,1,R,25000000,441,10000
23,148,400,79817937,1,1044,1,1,PG-13,25000000,255,0
23,582,2000,30222640,0,4868,1,1,PG-13,25000000,1000,0
21,418,967,16118077,0,3067,1,1,R,25000000,767,377
20,872,5000,36833473,1,7945,1,0,R,25000000,888,0
19,977,40000,22200000,0,52122,1,1,PG-13,25000000,10000,0
17,360,13000,17718223,0,14180,1,1,R,25000000,634,0
17,218,900,14095303,1,1634,1,1,R,25000000,246,503
15,804,1000,16247775,0,4789,1,1,PG,25000000,962,767
14,199,1000,29247405,0,2176,1,0,PG,25000000,401,0
11,150,805,16027866,1,1411,1,0,PG-13,25000000,173,0
7,440,1000,35000629,0,2822,1,1,R,25000000,562,0
6,353,22000,14334645,0,23352,1,1,PG-13,25000000,829,387
6,248,849,5516708,0,2413,1,1,R,25000000,841,295
5,874,26000,22466994,1,33565,1,1,R,25000000,5000,0
3,88,2000,4756,0,2450,1,0,PG,25000000,228,0
0,503,1000,39880476,0,2908,1,1,PG,25000000,535,187
0,362,971,39399750,0,3017,1,1,PG,25000000,503,329
0,711,49000,219200000,0,52201,1,1,PG-13,25000000,1000,0
0,400,975,52528330,0,3202,1,1,PG-13,25000000,521,0
0,413,13000,38747385,0,15308,1,1,PG-13,25000000,854,0
0,939,18000,11538204,0,21163,1,1,PG-13,25000000,1000,0
0,52,400,11100000,1,896,1,1,PG-13,25000000,223,19000
0,240,962,1186957,0,1591,1,0,PG-13,25000000,266,0
0,188,22000,76270454,0,22767,1,1,R,25000000,371,0
0,670,13000,59073773,0,15082,1,1,R,25000000,1000,149000
0,638,14000,44700000,0,16464,1,1,R,25000000,670,19000
0,104,272,40218903,0,533,1,1,R,25000000,111,16000
0,51,11000,34300771,0,11248,1,0,R,25000000,119,0
0,461,11000,28341469,0,13495,1,1,R,25000000,745,108000
0,3000,18000,21554585,0,37315,1,1,R,25000000,14000,0
0,98,11000,17791031,0,11994,1,1,R,25000000,876,0
0,509,10000,17114882,0,17211,1,1,R,25000000,6000,0
0,1000,13000,16969390,0,27797,1,1,R,25000000,11000,24000
0,255,798,14637490,0,2537,1,1,R,25000000,374,0
0,255,798,14637490,0,2537,1,1,R,25000000,374,0
13000,461,13000,70269171,0,15111,1,1,PG,24000000,683,0
6000,422,23000,4710455,0,24263,0,0,PG,24000000,713,13000
597,597,893,32662299,0,3946,1,1,PG,24000000,854,0
480,497,8000,74608545,0,10325,1,1,R,24000000,909,0
446,898,11000,28871190,0,13433,1,1,R,24000000,1000,0
269,384,1000,20218,1,2557,1,1,PG-13,24000000,489,204
192,847,3000,25003072,0,5737,1,1,R,24000000,859,13000
167,676,966,65182182,0,4830,1,1,PG-13,24000000,807,3000
126,886,2000,16964743,0,4681,1,1,PG-13,24000000,989,876
119,265,11000,25167270,0,12254,1,0,R,24000000,592,455
115,977,9000,882710,0,11433,1,1,R,24000000,1000,401
88,706,12000,23225911,1,14699,1,1,R,24000000,854,12000
87,280,866,39687528,1,2124,1,0,R,24000000,794,0
49,191,12000,5108820,0,12776,1,1,R,24000000,215,853
48,940,1000,12372410,0,4971,1,1,PG-13,24000000,957,650
41,847,2000,9639242,0,5470,1,1,PG-13,24000000,1000,0
41,970,45000,39989008,0,49847,1,1,R,24000000,1000,891
41,197,512,8427204,0,1523,1,1,R,24000000,481,153
36,900,13000,57262492,0,17582,1,1,R,24000000,2000,0
25,611,1000,16290976,0,3243,1,1,G,24000000,670,619
9,254,23000,4308981,0,24436,1,1,PG,24000000,284,839
7,485,2000,10431220,1,4024,1,1,R,24000000,577,401
6,382,22000,42880,0,23769,1,0,PG,24000000,670,181
5,368,971,100491683,0,3438,1,1,G,24000000,503,418
0,227,738,13000000,0,1458,1,1,G,24000000,295,0
0,221,865,101334374,0,2321,1,1,R,24000000,851,0
0,161,12000,41895491,0,12947,1,1,R,24000000,443,12000
0,92,218,31452765,0,638,1,1,R,24000000,216,0
181,11,15000,75590286,0,28011,1,1,R,23600000,13000,26000
87,691,1000,10696210,1,3148,1,1,PG-13,23500000,826,716
18000,286,18000,6144806,0,23689,1,1,PG-13,23000000,5000,0
973,400,1000,43984230,0,2451,1,0,PG-13,23000000,643,0
956,99,20000,27338033,0,20798,1,1,PG-13,23000000,551,0
452,141,20000,15785632,0,21195,1,0,PG-13,23000000,732,15000
452,141,20000,15785632,0,21195,1,0,PG-13,23000000,732,15000
350,30,201,2708188,0,365,1,0,R,23000000,123,0
300,73,805,16123851,0,1618,1,1,PG-13,23000000,539,767
295,380,720,50693162,1,2630,1,1,R,23000000,581,15000
278,387,844,763044,0,3286,1,0,R,23000000,766,188
277,57,327,10660147,0,672,1,0,R,23000000,261,0
258,424,721,11508423,0,2453,1,1,PG,23000000,463,376
209,129,158,58006147,0,816,1,1,PG-13,23000000,152,0
131,62,23000,21973182,0,23242,1,1,R,23000000,81,0
123,787,14000,39235088,0,16196,1,1,R,23000000,991,5000
119,144,3000,86930411,0,3847,1,1,PG-13,23000000,348,0
114,434,912,20763013,0,2355,1,1,PG-13,23000000,535,0
101,743,931,176483808,0,4664,1,1,R,23000000,852,0
70,591,1000,53302314,0,3345,1,1,R,23000000,847,0
61,407,20000,18653615,0,22040,1,1,PG-13,23000000,797,638
31,562,2000,6923891,0,5519,1,1,R,23000000,2000,0
23,982,1000,7434726,1,3671,1,1,R,23000000,1000,0
12,249,327,13019253,0,1509,1,1,PG-13,23000000,281,153
6,345,759,36696761,0,2197,1,1,G,23000000,563,227
4,11000,29000,12782508,0,63194,1,1,PG-13,23000000,22000,1000
3,120,448,12189514,0,842,1,1,PG-13,23000000,143,0
3,120,448,12189514,0,829,1,1,PG-13,23000000,143,0
0,105,19000,25556065,0,19359,1,1,R,23000000,128,148000
0,947,17000,18934858,1,31187,1,0,R,23000000,13000,0
0,542,1000,38119483,0,2936,1,1,PG,22700000,605,13000
0,234,523,4190530,0,1795,1,0,R,22500000,468,18000
14000,212,14000,96067179,0,15233,1,1,R,22000000,795,41000
11000,557,12000,3247816,0,19310,1,1,R,22000000,6000,0
1000,1000,19000,29997095,0,38494,1,0,PG-13,22000000,17000,23000
737,678,6000,12784713,0,8094,1,1,R,22000000,718,0
563,385,12000,12469811,0,13156,1,1,R,22000000,442,0
529,171,820,54235441,0,1484,1,1,PG,22000000,201,55000
521,481,13000,177200000,0,14701,1,1,PG,22000000,521,0
235,105,955,51483949,1,1777,1,0,R,22000000,593,0
221,110,240,19351569,0,664,1,1,PG-13,22000000,226,739
218,405,6000,9528092,0,10191,1,1,PG-13,22000000,3000,9000
212,347,969,12232937,1,2799,1,1,PG-13,22000000,794,0
170,202,736,4273372,0,1854,1,1,PG-13,22000000,218,0
144,290,939,20668843,0,2453,1,1,PG-13,22000000,875,687
119,332,1000,39263506,0,2382,1,1,PG-13,22000000,931,0
109,71,2000,217631306,0,3100,1,1,PG-13,22000000,956,0
108,120,23000,11326836,0,24134,1,1,R,22000000,820,17000
101,218,896,36020063,0,2019,1,1,R,22000000,561,0
99,835,12000,90636983,0,15170,1,1,PG,22000000,941,0
53,576,2000,5974653,1,4221,1,1,PG-13,22000000,595,158
43,827,22000,1796024,0,37766,1,1,R,22000000,14000,0
42,517,975,49002815,0,3153,1,1,PG,22000000,569,0
42,182,436,55762229,0,1203,1,1,PG-13,22000000,241,1000
39,798,26000,19783777,1,39989,1,1,R,22000000,11000,15000
37,795,3000,9694105,0,5568,1,1,PG,22000000,968,272
34,368,554,13555988,0,2216,1,0,PG,22000000,439,0
34,287,649,50728000,1,1725,1,1,PG-13,22000000,327,0
30,223,1000,1075288,0,2228,1,1,R,22000000,854,145
25,55,329,59696176,0,775,1,1,PG-13,22000000,134,15000
24,506,967,40270895,0,3152,1,1,PG-13,22000000,912,15000
17,86,669,6852144,0,1267,1,0,PG-13,22000000,429,0
17,231,14000,2963012,0,14617,1,0,R,22000000,257,11000
13,869,15000,11560259,0,22485,1,1,PG-13,22000000,4000,0
13,140,203,1050445,0,773,0,0,PG-13,22000000,172,11000
11,595,901,144833357,0,2790,1,1,PG,22000000,775,0
4,83,3000,14252830,0,3769,1,0,PG-13,22000000,486,0
3,442,14000,121972,0,15612,1,1,R,22000000,506,217
2,137,591,22264487,0,1729,1,1,R,22000000,489,887
0,266,12000,25842000,0,13619,1,0,PG,22000000,1000,2000
0,232,933,184208848,0,2398,1,1,PG-13,22000000,839,0
0,648,3000,58328680,0,5458,1,1,R,22000000,693,0
0,898,8000,30059386,0,11632,1,1,R,22000000,1000,0
0,854,978,19283782,0,5386,1,1,R,22000000,911,0
89,442,12000,24362501,0,13576,1,1,R,21500000,541,0
88,812,957,22294341,0,4629,1,1,PG-13,21500000,821,758
23,162,460,25590119,0,1315,1,0,PG,21150000,442,387
16000,216,16000,46700000,1,16805,1,1,PG,21000000,281,0
737,14000,34000,132088910,0,72115,1,1,R,21000000,22000,117000
719,104,2000,4398392,0,2590,0,0,R,21000000,380,0
406,406,893,52008288,0,3003,1,1,R,21000000,795,0
255,447,26000,25296447,1,27572,1,0,PG-13,21000000,1000,0
115,97,3000,28563179,0,3681,1,1,R,21000000,327,0
98,579,2000,36581633,0,3994,1,0,PG-13,21000000,826,10000
52,148,22000,8855646,0,23409,1,1,PG-13,21000000,1000,10000
52,347,15000,6830957,0,16692,1,1,PG-13,21000000,1000,365
52,484,711,17757087,0,3162,1,1,R,21000000,490,897
48,39,18000,40219708,0,18630,1,1,PG-13,21000000,558,0
42,557,975,52691009,0,3567,1,1,PG,21000000,569,0
23,748,826,480314,1,4473,1,1,PG-13,21000000,816,0
18,186,670,15593,0,1562,1,1,PG-13,21000000,419,284
0,886,1000,16284360,0,6212,1,1,PG-13,21000000,901,1000
0,220,34000,958319,0,34705,1,1,PG-13,21000000,242,17000
0,327,13000,52353636,0,14609,1,1,R,21000000,1000,0
0,690,13000,33313582,0,16031,1,1,R,21000000,734,0
0,631,22000,3081925,0,24732,1,1,R,21000000,1000,13000
13000,658,40000,56362352,0,42330,1,1,PG-13,20000000,967,16000
11000,967,1000,13383737,0,4302,1,1,R,20000000,979,979
11000,223,11000,10569071,0,11867,1,1,R,20000000,474,0
11000,2,1000,9714482,0,1614,1,1,R,20000000,612,0
1000,270,734,11169531,0,1778,1,0,PG-13,20000000,563,0
1000,1000,14000,34126138,0,19364,1,1,R,20000000,4000,52000
1000,24,177,26003149,1,278,1,0,R,20000000,55,49000
892,81,310,5132655,0,838,1,0,R,20000000,294,1000
835,755,11000,31838002,0,13189,1,1,R,20000000,896,10000
835,458,1000,21200000,0,3598,1,1,R,20000000,967,1000
729,552,8000,82624961,0,9578,1,1,R,20000000,727,22000
650,181,690,5205343,0,1573,1,1,PG,20000000,224,1000
480,579,970,17803796,0,4374,1,1,PG-13,20000000,931,484
468,183,919,37567440,0,2024,1,1,R,20000000,691,0
468,183,919,37567440,0,2024,1,1,R,20000000,691,0
453,2000,18000,26415649,1,33878,1,1,R,20000000,11000,0
395,161,283,15797907,0,904,0,1,PG-13,20000000,206,0
394,565,922,12398628,1,2880,1,1,R,20000000,855,977
379,251,456,5333658,1,1356,1,1,PG,20000000,278,0
350,619,1000,27277055,0,3141,1,0,R,20000000,960,10000
350,99,5000,11034436,0,5637,1,0,R,20000000,378,0
310,77,745,44988180,0,1058,1,1,R,20000000,168,80000
301,457,1000,75072454,0,2759,1,1,PG-13,20000000,539,0
278,181,3000,263365,0,3785,1,1,PG-13,20000000,602,0
277,383,22000,10555348,0,24887,1,1,PG-13,20000000,2000,855
272,1000,49000,37442180,0,52571,1,1,PG-13,20000000,2000,0
265,265,989,84518155,0,2654,1,1,R,20000000,830,11000
214,968,14000,12626905,1,27214,1,1,R,20000000,12000,0
212,637,960,23292105,1,3261,1,1,PG-13,20000000,917,3000
212,18,567,17149,1,708,1,0,R,20000000,111,0
210,101,978,35596227,0,1454,1,1,R,20000000,191,10000
198,884,17000,12134420,0,20258,1,0,R,20000000,1000,25000
192,31,346,13214030,0,500,1,1,PG-13,20000000,41,0
187,887,14000,403932,0,17104,1,0,R,20000000,900,141
187,887,14000,403932,0,17104,1,0,R,20000000,900,141
162,228,23000,4001121,0,36398,1,1,R,20000000,13000,0
154,502,884,80050171,0,2288,1,1,PG-13,20000000,617,0
154,501,884,80050171,0,2287,1,1,PG-13,20000000,617,0
154,497,1000,53146000,0,3174,1,1,R,20000000,816,613
153,427,11000,161487252,0,13823,1,1,PG-13,20000000,1000,0
151,852,1000,52066000,0,3869,1,0,PG-13,20000000,1000,22000
150,956,18000,6002756,0,21200,1,1,PG,20000000,1000,13000
143,153,302,15464026,0,1189,1,1,PG-13,20000000,216,1000
143,430,829,5005883,0,2295,1,1,R,20000000,681,0
140,10000,19000,24104113,0,46241,1,0,R,20000000,14000,24000
132,455,1000,42652003,0,2851,1,1,PG,20000000,465,33000
127,250,1000,71588220,0,1949,1,0,PG-13,20000000,340,57000
126,202,940,8000000,0,1934,1,1,G,20000000,208,1000
122,617,1000,121697350,0,4263,1,1,PG-13,20000000,619,0
121,384,11000,13854000,0,14677,1,1,PG-13,20000000,3000,818
121,587,836,1646664,0,2467,1,1,R,20000000,624,241
110,722,23000,1190018,1,25088,1,1,R,20000000,876,20000
108,22,1000,31146570,0,1136,1,1,R,20000000,100,0
102,1000,2000,75597042,0,6657,1,1,G,20000000,1000,0
99,165,596,67325559,0,1293,1,1,PG,20000000,265,0
99,518,2000,25677801,0,4813,1,1,PG,20000000,938,0
99,960,17000,33687630,0,20109,1,1,PG-13,20000000,1000,0
99,778,15000,121463226,0,17584,1,1,R,20000000,833,0
92,636,31000,32014289,0,34319,1,1,PG-13,20000000,881,13000
84,177,650,9109322,0,1343,1,0,PG,20000000,384,0
83,206,991,17529157,0,2173,1,0,R,20000000,494,25000
83,926,26000,13630226,1,30541,1,1,R,20000000,968,0
82,85,813,102922376,0,1520,1,1,PG,20000000,366,0
82,729,926,39737645,0,4293,1,1,PG-13,20000000,869,0
82,354,759,36658108,0,2898,1,1,PG-13,20000000,401,16000
79,218,608,117224271,1,1787,1,1,R,20000000,362,0
79,287,26000,30028592,0,27755,1,0,R,20000000,811,0
78,745,1000,5749134,1,3979,1,1,R,20000000,969,0
70,464,4000,39143839,0,5746,1,1,PG-13,20000000,884,930
67,597,2000,94497271,0,4729,1,1,PG,20000000,641,0
65,149,3000,24848292,1,4089,1,1,PG-13,20000000,427,0
64,729,3000,48546578,0,6539,1,1,PG-13,20000000,869,806
58,47,141,36874745,1,389,1,1,PG-13,20000000,76,21000
58,324,699,305070,1,1592,1,1,R,20000000,533,399
57,905,11000,19661987,0,17050,1,1,R,20000000,3000,0
54,463,786,8054280,0,2730,1,1,PG-13,20000000,567,924
53,652,22000,33422556,0,33903,1,1,PG-13,20000000,11000,0
53,580,14000,13650738,0,16926,1,1,R,20000000,1000,25000
52,384,3000,100292856,0,5547,1,1,R,20000000,957,16000
52,298,723,45670855,0,1978,1,0,R,20000000,346,12000
44,9,627,5701643,0,653,0,0,R,20000000,12,0
43,936,989,114324072,0,4730,1,1,PG-13,20000000,939,0
43,936,989,114324072,0,4730,1,1,PG-13,20000000,939,0
42,161,801,2000000,0,1462,1,1,PG,20000000,174,1000
42,219,991,39103378,0,2609,1,1,R,20000000,894,0
39,254,13000,29753944,0,14275,1,1,R,20000000,481,0
38,975,1000,6420319,0,5705,1,0,PG-13,20000000,1000,15000
37,883,12000,17804273,0,25660,1,1,R,20000000,10000,1000
36,507,13000,13801755,1,15183,1,1,PG,20000000,828,0
36,631,10000,32051917,0,12338,1,1,R,20000000,1000,0
35,16,125,29975979,1,189,1,0,R,20000000,37,0
34,1000,23000,57744720,1,31529,1,1,PG-13,20000000,4000,0
34,65,427,13337299,0,729,1,1,PG-13,20000000,66,1000
34,472,11000,7564000,0,13821,1,1,PG-13,20000000,922,12000
34,155,486,476270,1,1601,0,0,R,20000000,471,0
30,318,742,62933793,0,2341,1,1,PG,20000000,360,10000
30,284,962,56398162,0,2390,1,1,PG-13,20000000,593,2000
29,742,14000,35990505,0,16400,1,1,PG,20000000,1000,0
29,458,2000,43818159,0,4867,1,1,PG-13,20000000,690,1000
29,522,1000,6563357,0,4218,1,1,R,20000000,794,847
26,650,720,25584685,0,3327,1,1,PG,20000000,669,590
25,407,18000,375474,0,20354,1,1,PG,20000000,723,445
25,431,954,19976073,1,3148,1,1,R,20000000,739,999
24,374,646,28876924,0,1780,1,1,PG-13,20000000,441,0
24,851,15000,55461307,0,18786,1,1,R,20000000,1000,18000
24,851,15000,55461307,0,18786,1,1,R,20000000,1000,18000
23,651,2000,64149837,0,7009,1,1,PG-13,20000000,2000,0
23,748,25000,21413105,1,45841,1,0,PG-13,20000000,19000,0
22,413,572,2353728,0,1776,0,0,PG-13,20000000,548,235
20,783,11000,13987482,0,15713,1,1,R,20000000,904,0
19,349,526,46363118,0,1383,1,1,PG-13,20000000,392,1000
19,942,15000,23393765,0,18760,1,1,PG-13,20000000,989,0
19,619,15000,3749061,1,30134,1,1,PG-13,20000000,13000,0
18,181,400,11784000,1,1151,1,1,PG,20000000,220,444
18,9,20,4234040,0,64,1,1,PG-13,20000000,18,0
17,418,11000,56154094,0,21852,1,0,PG-13,20000000,10000,51000
17,670,1000,41867960,0,3023,1,1,R,20000000,795,0
16,399,565,35422828,0,1735,1,1,PG,20000000,441,0
15,528,1000,51431160,0,3092,1,1,PG,20000000,852,0
15,350,3000,23179303,0,4257,1,0,PG,20000000,775,6000
15,281,691,8500000,0,1761,1,1,PG,20000000,374,501
14,400,2000,2246000,0,3384,1,1,PG,20000000,769,0
14,311,403,1183354,1,1577,1,1,PG-13,20000000,368,0
14,756,2000,31584722,0,5707,1,1,R,20000000,934,0
13,499,651,15408822,0,2698,1,1,PG-13,20000000,555,401
12,231,979,1064277,0,1978,1,1,G,20000000,532,831
12,636,18000,38037513,0,20188,1,1,PG,20000000,769,0
10,436,716,8104069,1,2700,1,1,PG-13,20000000,537,233
9,107,826,47852604,0,1825,1,1,PG-13,20000000,626,0
9,826,997,8888355,0,3177,1,1,PG-13,20000000,941,0
8,129,472,18843314,1,1045,1,1,PG-13,20000000,239,0
8,232,508,37672350,0,1660,1,1,R,20000000,270,0
7,615,723,32983713,0,3712,1,1,R,20000000,706,981
6,85,541,13391174,0,908,1,1,PG,20000000,249,0
6,577,890,4002955,0,3654,1,1,R,20000000,729,0
4,80,788,14291570,1,1414,1,0,PG-13,20000000,447,10000
4,677,2000,10544143,0,4843,1,0,PG-13,20000000,1000,311
3,593,787,7382993,0,2185,1,1,G,20000000,690,346
2,434,1000,48423368,0,3402,1,1,G,20000000,677,302
2,807,16000,20259297,0,19952,1,1,PG-13,20000000,1000,0
2,472,787,15712072,1,2915,1,1,PG-13,20000000,555,269
2,461,890,8586376,0,3161,1,1,R,20000000,852,1000
0,384,3000,47887943,0,4480,1,1,G,20000000,455,227
0,253,304,18081626,0,861,1,1,G,20000000,286,264
0,518,681,25077977,0,2486,1,1,PG,20000000,611,0
0,582,982,65623128,0,2753,1,1,PG-13,20000000,618,0
0,721,2000,60072596,0,6657,1,1,PG-13,20000000,907,0
0,801,21000,17518220,0,25263,1,1,PG-13,20000000,1000,0
0,446,975,3519627,0,3014,1,1,PG-13,20000000,877,0
0,697,6000,137387272,0,9049,1,1,R,20000000,960,131000
0,500,2000,56667870,0,4251,1,1,R,20000000,660,83000
0,877,2000,20241395,1,5123,1,1,R,20000000,1000,0
0,364,723,19900000,0,2348,1,1,R,20000000,422,1000
0,949,995,18882880,0,4039,1,1,R,20000000,975,681
0,59,264,17104669,1,537,0,0,R,20000000,62,0
0,430,6000,16248701,0,7567,1,1,R,20000000,979,0
0,725,856,9525276,1,3309,1,1,R,20000000,742,0
0,175,204,8093318,0,707,1,1,R,20000000,178,18000
0,99,2000,7268659,1,2848,1,0,R,20000000,749,48000
0,888,3000,2319187,0,5056,1,0,R,20000000,1000,23000
0,888,3000,2319187,0,5056,1,0,R,20000000,1000,23000
0,407,12000,1697956,0,13809,1,1,R,20000000,463,6000
12,4,29,252652,0,44,0,0,PG-13,19900000,4,38000
500,555,1000,41300105,0,3261,1,0,R,19800000,559,0
189,949,2000,34290142,0,4662,1,1,R,19800000,1000,14000
105,64,527,6109075,0,735,0,0,PG-13,19430000,86,0
14000,252,559,128300000,0,1591,1,1,PG,19400870,481,0
43,7,2000,8047690,0,2608,0,0,PG-13,19400000,594,0
16000,78,378,13753931,0,751,0,1,R,19000000,85,5000
6000,7,17,10049886,0,44,0,0,PG,19000000,10,28000
500,530,12000,1292527,0,14579,1,0,R,19000000,1000,228
438,173,12000,130727000,0,13184,1,1,R,19000000,826,40000
80,841,2000,7156725,0,5992,1,1,PG-13,19000000,2000,300
65,246,506,58156435,0,1266,1,1,PG-13,19000000,316,0
51,630,948,8396942,0,4324,1,1,R,19000000,822,0
37,545,885,40846082,0,2872,1,1,R,19000000,828,0
33,326,876,21483154,0,1985,1,1,PG-13,19000000,526,53000
22,0,2,2119994,0,2,1,1,G,19000000,0,238
17,551,14000,58571513,0,15914,1,1,R,19000000,599,0
15,16000,87000,64255243,0,120797,1,1,R,19000000,17000,0
14,356,3000,12561,0,4094,1,1,PG,19000000,547,13000
14,244,577,26096584,0,1653,1,1,PG-13,19000000,291,1000
12,587,786,35033759,0,2462,1,1,R,19000000,651,21000
8,110,544,27758465,0,1292,1,1,PG-13,19000000,449,0
2,402,1000,15911333,0,2429,1,0,G,19000000,539,663
0,459,1000,210609762,0,3230,1,1,PG,19000000,690,39000
0,244,10000,65807024,1,11013,1,1,R,19000000,345,0
0,844,16000,25753840,0,23296,1,1,R,19000000,4000,12000
0,836,12000,22245861,0,25489,1,1,R,19000000,11000,0
19,107,241,6462576,0,824,1,1,PG-13,18500000,118,0
0,985,3000,18439082,0,7252,1,1,PG-13,18500000,2000,13000
0,604,2000,85200000,1,4228,1,1,R,18500000,626,18000
0,551,40000,10562387,0,43105,1,1,R,18500000,693,15000
17000,356,22000,45250,0,23008,1,1,R,18000000,394,0
14000,488,11000,242374454,1,12906,1,1,PG,18000000,783,16000
13000,940,40000,5887457,0,56585,1,1,R,18000000,13000,0
11000,975,11000,17071230,0,23283,1,1,PG,18000000,11000,812
11000,218,594,33404871,0,1353,1,1,PG-13,18000000,268,36000
11000,922,11000,3203044,0,14843,1,1,R,18000000,944,827
883,441,11000,290158751,1,12643,1,1,PG,18000000,504,17000
869,521,692,51600000,0,3076,1,1,R,18000000,670,16000
655,405,24000,13362308,0,39307,1,1,PG-13,18000000,14000,0
545,697,15000,114968774,0,28018,1,1,PG,18000000,11000,0
545,545,1000,70360285,1,3816,1,1,PG-13,18000000,1000,0
380,2000,18000,26830000,0,32930,1,1,R,18000000,11000,0
380,2000,18000,26830000,0,32930,1,1,R,18000000,11000,0
337,201,4000,3707794,0,5671,1,0,PG-13,18000000,820,0
272,124,155,4250320,0,605,1,1,PG-13,18000000,144,0
189,306,500,56127162,0,2020,1,1,PG-13,18000000,308,0
154,576,1000,676698,0,4094,1,1,R,18000000,783,2000
130,406,691,26400000,1,2481,1,1,PG,18000000,476,2000
128,1000,11000,13491653,0,14995,1,1,R,18000000,2000,813
126,584,2000,95001351,0,4380,1,1,PG-13,18000000,788,0
119,6,332,128505958,0,505,1,1,R,18000000,165,0
109,202,405,7739049,0,847,1,0,R,18000000,204,562
89,329,920,150056505,0,2771,1,1,R,18000000,798,21000
84,782,899,27141959,0,2936,1,1,PG,18000000,842,0
80,723,2000,43853424,0,5024,1,1,PG,18000000,795,15000
72,566,1000,60057639,0,3151,1,1,R,18000000,624,10000
64,637,808,22452209,0,5734,1,1,PG,18000000,720,0
62,59,390,23993605,0,727,1,1,R,18000000,258,0
55,360,789,119938730,1,2085,1,1,PG-13,18000000,424,0
53,548,14000,3752725,0,16252,1,1,R,18000000,871,0
52,261,567,59573085,0,2259,1,1,PG-13,18000000,312,19000
44,729,12000,15281286,0,16004,1,1,R,18000000,904,0
43,77,841,8742261,1,1385,1,0,PG-13,18000000,342,0
38,362,17000,16702864,0,18711,1,1,PG,18000000,632,591
34,1000,16000,15561627,0,21622,1,1,R,18000000,4000,0
31,179,210,10494494,1,676,1,1,PG-13,18000000,193,4000
28,102,372,8000000,1,927,1,1,PG,18000000,262,346
25,94,1000,6000000,1,1263,1,1,PG,18000000,115,0
22,148,727,43601508,0,1310,1,1,PG-13,18000000,171,0
13,111,757,17174870,0,1201,1,1,PG-13,18000000,220,0
8,521,748,64955956,0,3956,1,1,PG-13,18000000,656,265
8,341,844,26906039,1,2653,1,1,PG-13,18000000,456,588
7,827,2000,22927390,0,4947,1,1,PG-13,18000000,980,0
6,371,723,8508843,0,2368,1,1,PG,18000000,422,0
6,212,25000,4435083,0,39463,1,0,R,18000000,14000,18000
0,925,3000,285761243,0,7521,1,1,PG,18000000,1000,20000
0,1000,3000,173585516,0,7860,1,1,PG,18000000,1000,0
0,805,12000,41382841,0,14672,1,1,PG-13,18000000,899,0
